trial,endState,user,redirector,resetCount,virtualDistance,gtChangeMax,gcChangeMax,gtChangeAvg,gcChangeAvg
193,Normal,0,ThomasAPF,6,99.99239,2.600001,10,0.07397263,0.2634352
193,Normal,1,ThomasAPF,0,100.0066,2.600001,10,0.0794521,0.09734557
194,Normal,0,ThomasAPF,0,100.0014,2.600001,10,0.05066993,0.03770082
194,Normal,1,ThomasAPF,0,99.97488,2.600001,8.333334,0.08595794,0.05394118
195,Normal,0,ThomasAPF,0,100.0015,2.600001,0,0.04343677,0
195,Normal,1,ThomasAPF,0,99.96989,2.600001,3.333333,0.04964203,0.02670758
196,Normal,0,ThomasAPF,3,99.97972,2.600001,10,0.06726663,0.1864053
196,Normal,1,ThomasAPF,2,99.99976,2.600001,10,0.08481443,0.1162355
197,Normal,0,ThomasAPF,4,99.98225,2.600001,8.571428,0.06500003,0.2732685
197,Normal,1,ThomasAPF,2,100.0089,2.600001,10,0.07090913,0.2113636
198,Normal,0,ThomasAPF,0,100.0032,2.600001,10,0.07684734,0.1595121
198,Normal,1,ThomasAPF,1,99.97486,2.600001,8.571428,0.07044339,0.1477832
199,Normal,0,ThomasAPF,0,100.007,2.600001,10,0.08534588,0.0976944
199,Normal,1,ThomasAPF,2,99.98048,2.600001,10,0.07924973,0.1898063
200,Normal,0,ThomasAPF,2,100.0002,2.600001,10,0.05922554,0.1431825
200,Normal,1,ThomasAPF,3,99.99413,2.600001,10,0.05626427,0.1947066
201,Normal,0,ThomasAPF,0,99.9771,2.600001,10,0.09373717,0.01236094
201,Normal,1,ThomasAPF,0,100.0026,2.600001,0,0.0904468,0
202,Normal,0,ThomasAPF,6,99.98618,2.600001,8.333334,0.05753428,0.2323248
202,Normal,1,ThomasAPF,0,100.0013,2.600001,7.142858,0.06301373,0.05670128
203,Normal,0,ThomasAPF,2,100.0077,2.600001,10,0.05163554,0.09679572
203,Normal,1,ThomasAPF,1,99.97714,2.600001,8.571428,0.06378508,0.1635514
204,Normal,0,ThomasAPF,5,99.97657,2.600001,10,0.05701758,0.2642022
204,Normal,1,ThomasAPF,4,100.0056,2.600001,7.142858,0.06271932,0.252715
205,Normal,0,ThomasAPF,0,100.0017,2.600001,10,0.08407965,0.04975124
205,Normal,1,ThomasAPF,0,99.97991,2.600001,10,0.09378114,0.01243781
206,Normal,0,ThomasAPF,3,99.97467,2.600001,10,0.08468574,0.1567347
206,Normal,1,ThomasAPF,0,99.99916,2.600001,8.571428,0.05645717,0.08598639
207,Normal,0,ThomasAPF,3,99.97984,2.600001,10,0.06726661,0.1847984
207,Normal,1,ThomasAPF,0,100.0087,2.600001,10,0.06141736,0.1124859
208,Normal,0,ThomasAPF,0,99.97247,2.600001,10,0.04687503,0.02403846
208,Normal,1,ThomasAPF,0,100.0102,2.228572,10,0.04419645,0.01201923
209,Normal,0,ThomasAPF,4,99.97804,2.600001,10,0.05381266,0.285818
209,Normal,1,ThomasAPF,2,100.0043,2.600001,10,0.05947716,0.1390186
210,Normal,0,PredRedLPP,0,100.0035,0,2,0,0.05031446
210,Normal,1,PredRedLPP,1,99.9766,2.6,10,0.01621243,0.08455623
211,Normal,0,PredRedLPP,0,100.0016,1.199999,10,0.01003134,0.06896551
211,Normal,1,PredRedLPP,2,99.98355,2.657144,6.857142,0.01901776,0.1250933
212,Normal,0,PredRedLPP,7,99.97648,2.600001,10,0.08374139,0.185499
212,Normal,1,PredRedLPP,7,100.0082,2.600001,10,0.0834275,0.2088154
213,Normal,0,PredRedLPP,0,100.0007,0.1999998,3.666667,0.00213447,0.05996848
213,Normal,1,PredRedLPP,0,99.97391,1.857144,10,0.008751332,0.1501246
214,Normal,0,PredRedLPP,7,99.96943,3.228572,10,0.08207548,0.2673406
214,Normal,1,PredRedLPP,5,100.001,2.600001,10,0.06503145,0.1965858
215,Normal,0,PredRedLPP,7,99.99929,2.6,10,0.07419754,0.1770723
215,Normal,1,PredRedLPP,7,99.97626,3.800001,10,0.1031482,0.2604497
216,Normal,0,PredRedLPP,1,99.97697,2.6,8.571428,0.01486199,0.08143767
216,Normal,1,PredRedLPP,0,100.0035,2.166667,2,0.002760086,0.09523813
217,Normal,0,PredRedLPP,8,100.0007,3.428571,10,0.08511031,0.2475929
217,Normal,1,PredRedLPP,8,99.98318,4,10,0.07322305,0.2106531
218,Normal,0,PredRedLPP,3,99.981,2.800001,10,0.03430484,0.1910027
218,Normal,1,PredRedLPP,1,100.0022,2.600001,10,0.008040202,0.05829146
219,Normal,0,PredRedLPP,6,100.0019,2.600001,10,0.08118688,0.1852904
219,Normal,1,PredRedLPP,6,99.98888,2.6,10,0.1264521,0.2506765
220,Normal,0,PredRedLPP,6,99.99904,4,8.571428,0.0810003,0.2092538
220,Normal,1,PredRedLPP,7,99.98589,3.028571,10,0.1061299,0.2025008
221,Normal,0,PredRedLPP,7,99.97718,3.228572,10,0.09758189,0.2556299
221,Normal,1,PredRedLPP,7,100.0032,3.428571,10,0.09090912,0.2266824
222,Normal,0,PredRedLPP,3,99.98069,3.600001,8.571428,0.03926297,0.2017229
222,Normal,1,PredRedLPP,3,100.0024,3.066667,9.142858,0.04381908,0.2007179
